12.0,6.0,28.0,16.0,23.0,1.0,7.0,27.0,13.0,2.0,29.0,17.0,21.0,3.0,5.0,20.0,26.0,9.0,10.0,11.0,15.0,14.0,4.0,22.0,18.0,19.0,25.0,8.0,24.0,18786.159468037742,-3376.0
19.0,1.0,7.0,28.0,14.0,5.0,4.0,18.0,13.0,26.0,23.0,17.0,9.0,2.0,10.0,6.0,3.0,15.0,12.0,11.0,20.0,27.0,29.0,25.0,8.0,22.0,24.0,16.0,21.0,31593.392290512133,-5660.0
12.0,6.0,28.0,16.0,23.0,1.0,7.0,27.0,13.0,2.0,29.0,17.0,21.0,3.0,5.0,20.0,26.0,9.0,10.0,11.0,15.0,14.0,4.0,22.0,18.0,19.0,25.0,8.0,24.0,18786.159468037742,-3376.0
19.0,1.0,7.0,28.0,14.0,5.0,4.0,18.0,13.0,26.0,23.0,17.0,9.0,2.0,10.0,6.0,3.0,15.0,12.0,11.0,20.0,27.0,29.0,25.0,8.0,22.0,24.0,16.0,21.0,31593.392290512133,-5660.0
27.0,29.0,21.0,5.0,26.0,23.0,17.0,9.0,2.0,10.0,15.0,12.0,6.0,8.0,13.0,3.0,20.0,11.0,24.0,28.0,1.0,14.0,4.0,22.0,18.0,19.0,25.0,7.0,16.0,21303.198458098388,-3810.0
1.0,15.0,12.0,11.0,20.0,27.0,29.0,25.0,8.0,22.0,7.0,28.0,14.0,5.0,4.0,18.0,13.0,26.0,23.0,17.0,9.0,2.0,10.0,6.0,3.0,24.0,19.0,16.0,21.0,30495.983191000407,-5456.0
25.0,22.0,28.0,16.0,23.0,1.0,7.0,27.0,13.0,2.0,29.0,17.0,21.0,3.0,5.0,20.0,26.0,9.0,10.0,11.0,15.0,24.0,6.0,8.0,14.0,4.0,18.0,19.0,12.0,23770.094368289178,-4258.0
14.0,4.0,18.0,17.0,2.0,23.0,27.0,13.0,21.0,5.0,26.0,8.0,9.0,10.0,6.0,29.0,3.0,15.0,12.0,11.0,20.0,25.0,22.0,24.0,16.0,19.0,1.0,7.0,28.0,24339.955609110457,-4361.0
23.0,1.0,28.0,13.0,2.0,17.0,21.0,3.0,7.0,5.0,9.0,15.0,26.0,10.0,14.0,4.0,18.0,19.0,12.0,11.0,20.0,27.0,29.0,25.0,8.0,22.0,24.0,16.0,6.0,28679.515792250306,-5135.0
1.0,7.0,21.0,14.0,22.0,5.0,4.0,18.0,13.0,26.0,23.0,17.0,9.0,2.0,10.0,6.0,3.0,15.0,12.0,11.0,20.0,27.0,29.0,25.0,8.0,19.0,24.0,28.0,16.0,29398.323928902904,-5266.0
12.0,6.0,28.0,16.0,23.0,9.0,10.0,11.0,15.0,14.0,4.0,22.0,18.0,19.0,25.0,8.0,1.0,7.0,27.0,13.0,2.0,29.0,17.0,21.0,3.0,5.0,20.0,26.0,24.0,20153.76177303149,-3622.0
