distance,profit,solution
33960.22306026212,-7842.0,20.0,11.0,3.0,15.0,2.0,23.0,10.0,28.0,19.0,4.0,9.0,7.0,26.0,25.0,29.0,18.0,27.0,5.0,24.0,21.0,13.0,8.0,17.0,1.0,14.0,6.0,22.0,12.0,16.0
33756.856216274675,-7836.0,11.0,3.0,15.0,2.0,17.0,1.0,14.0,6.0,22.0,23.0,4.0,9.0,7.0,26.0,25.0,10.0,28.0,29.0,27.0,21.0,13.0,5.0,18.0,24.0,19.0,12.0,16.0,20.0,8.0
33756.856216274675,-7836.0,11.0,3.0,15.0,2.0,17.0,1.0,14.0,6.0,22.0,23.0,4.0,9.0,7.0,26.0,25.0,10.0,28.0,29.0,27.0,21.0,13.0,5.0,18.0,24.0,19.0,12.0,16.0,20.0,8.0
33756.856216274675,-7836.0,11.0,3.0,15.0,2.0,17.0,1.0,14.0,6.0,22.0,23.0,4.0,9.0,7.0,26.0,25.0,10.0,28.0,29.0,27.0,21.0,13.0,5.0,18.0,24.0,19.0,12.0,16.0,20.0,8.0
33711.528039443234,-7795.0,15.0,2.0,23.0,10.0,28.0,19.0,4.0,9.0,7.0,26.0,25.0,29.0,18.0,27.0,20.0,21.0,22.0,12.0,16.0,13.0,5.0,24.0,8.0,17.0,1.0,14.0,6.0,11.0,3.0
31728.505359124538,-7200.0,11.0,15.0,2.0,17.0,1.0,14.0,6.0,22.0,23.0,4.0,9.0,7.0,3.0,26.0,25.0,10.0,28.0,29.0,27.0,21.0,13.0,5.0,18.0,24.0,19.0,12.0,16.0,20.0,8.0
33654.402590202095,-7767.0,3.0,24.0,15.0,2.0,17.0,1.0,14.0,6.0,22.0,23.0,10.0,28.0,19.0,4.0,9.0,7.0,12.0,16.0,20.0,26.0,25.0,29.0,27.0,21.0,13.0,5.0,18.0,8.0,11.0
33654.402590202095,-7767.0,3.0,24.0,15.0,2.0,17.0,1.0,14.0,6.0,22.0,23.0,10.0,28.0,19.0,4.0,9.0,7.0,12.0,16.0,20.0,26.0,25.0,29.0,27.0,21.0,13.0,5.0,18.0,8.0,11.0
30550.493262981752,-7150.0,1.0,14.0,6.0,9.0,7.0,12.0,16.0,26.0,25.0,29.0,18.0,24.0,17.0,3.0,4.0,19.0,27.0,20.0,21.0,13.0,5.0,8.0,11.0,23.0,15.0,28.0,2.0,22.0,10.0
30550.493262981752,-7150.0,1.0,14.0,6.0,9.0,7.0,12.0,16.0,26.0,25.0,29.0,18.0,24.0,17.0,3.0,4.0,19.0,27.0,20.0,21.0,13.0,5.0,8.0,11.0,23.0,15.0,28.0,2.0,22.0,10.0
33565.39140128694,-7766.0,12.0,16.0,20.0,11.0,3.0,15.0,2.0,23.0,10.0,28.0,19.0,4.0,9.0,7.0,26.0,25.0,29.0,18.0,24.0,27.0,21.0,13.0,5.0,8.0,17.0,1.0,14.0,6.0,22.0
30330.813937527146,-7143.0,1.0,14.0,6.0,7.0,12.0,16.0,26.0,25.0,29.0,18.0,9.0,24.0,17.0,3.0,4.0,19.0,23.0,15.0,28.0,2.0,27.0,20.0,21.0,13.0,5.0,8.0,11.0,22.0,10.0
27732.902276707067,-6395.0,22.0,10.0,1.0,14.0,6.0,3.0,9.0,4.0,7.0,12.0,16.0,26.0,29.0,18.0,24.0,27.0,20.0,21.0,13.0,5.0,8.0,11.0,23.0,15.0,28.0,19.0,17.0,2.0,25.0
30110.87572675001,-7065.0,1.0,14.0,6.0,9.0,7.0,12.0,16.0,26.0,25.0,29.0,18.0,24.0,17.0,3.0,4.0,19.0,27.0,20.0,13.0,5.0,8.0,11.0,23.0,15.0,2.0,21.0,28.0,22.0,10.0
27113.49376451619,-6383.0,29.0,26.0,15.0,6.0,22.0,17.0,11.0,3.0,4.0,1.0,18.0,19.0,14.0,28.0,27.0,5.0,24.0,8.0,2.0,25.0,9.0,20.0,21.0,13.0,16.0,23.0,10.0,12.0,7.0
30889.699176393508,-7199.0,22.0,19.0,10.0,9.0,7.0,26.0,16.0,5.0,18.0,8.0,29.0,6.0,15.0,11.0,3.0,17.0,1.0,14.0,23.0,4.0,2.0,27.0,13.0,24.0,20.0,21.0,28.0,25.0,12.0
22974.75199471288,-5488.0,7.0,29.0,26.0,15.0,22.0,17.0,11.0,3.0,4.0,1.0,18.0,19.0,14.0,25.0,28.0,27.0,5.0,24.0,8.0,2.0,6.0,9.0,20.0,21.0,13.0,10.0,16.0,23.0,12.0
22974.75199471288,-5488.0,7.0,29.0,26.0,15.0,22.0,17.0,11.0,3.0,4.0,1.0,18.0,19.0,14.0,25.0,28.0,27.0,5.0,24.0,8.0,2.0,6.0,9.0,20.0,21.0,13.0,10.0,16.0,23.0,12.0
32467.142509789923,-7524.0,15.0,12.0,16.0,20.0,8.0,2.0,17.0,1.0,14.0,6.0,22.0,23.0,4.0,9.0,18.0,7.0,26.0,25.0,10.0,28.0,29.0,27.0,21.0,13.0,5.0,24.0,19.0,11.0,3.0
22649.610444555994,-5455.0,15.0,22.0,17.0,11.0,3.0,4.0,1.0,19.0,14.0,25.0,28.0,27.0,5.0,24.0,26.0,20.0,10.0,18.0,8.0,2.0,6.0,29.0,9.0,21.0,13.0,16.0,23.0,12.0,7.0
28333.892820771784,-6450.0,22.0,1.0,6.0,3.0,9.0,4.0,7.0,12.0,16.0,26.0,25.0,29.0,24.0,27.0,20.0,21.0,13.0,8.0,11.0,23.0,15.0,17.0,5.0,18.0,19.0,10.0,14.0,28.0,2.0
28360.900324749393,-6719.0,12.0,29.0,6.0,15.0,11.0,3.0,17.0,1.0,14.0,23.0,4.0,22.0,19.0,10.0,9.0,7.0,26.0,16.0,5.0,18.0,2.0,27.0,13.0,24.0,20.0,21.0,28.0,25.0,8.0
29515.709536993556,-6966.0,1.0,14.0,6.0,7.0,12.0,16.0,26.0,25.0,29.0,18.0,9.0,24.0,17.0,3.0,4.0,19.0,23.0,15.0,28.0,2.0,27.0,20.0,21.0,5.0,8.0,11.0,22.0,10.0,13.0
22263.700725792416,-5169.0,25.0,27.0,28.0,29.0,26.0,15.0,11.0,22.0,17.0,3.0,2.0,6.0,9.0,1.0,4.0,14.0,10.0,23.0,7.0,21.0,13.0,5.0,18.0,24.0,19.0,12.0,16.0,20.0,8.0
32734.38467337017,-7673.0,15.0,2.0,17.0,1.0,14.0,6.0,22.0,23.0,10.0,28.0,19.0,4.0,9.0,7.0,12.0,16.0,26.0,25.0,29.0,18.0,24.0,27.0,20.0,21.0,13.0,5.0,8.0,11.0,3.0
29381.489356089754,-6817.0,20.0,11.0,3.0,15.0,2.0,23.0,10.0,19.0,4.0,9.0,7.0,26.0,29.0,18.0,5.0,24.0,21.0,13.0,17.0,25.0,27.0,28.0,1.0,14.0,6.0,22.0,12.0,16.0,8.0
18761.859566638508,-4369.0,23.0,7.0,25.0,27.0,28.0,8.0,24.0,12.0,26.0,20.0,15.0,11.0,22.0,17.0,29.0,3.0,6.0,9.0,16.0,4.0,1.0,21.0,13.0,5.0,18.0,19.0,10.0,14.0,2.0
18862.567701936892,-4437.0,1.0,19.0,14.0,28.0,27.0,24.0,8.0,29.0,26.0,20.0,15.0,11.0,22.0,17.0,3.0,18.0,2.0,6.0,9.0,5.0,10.0,13.0,16.0,23.0,7.0,25.0,21.0,12.0,4.0
25906.546964851157,-6147.0,22.0,11.0,1.0,14.0,6.0,29.0,18.0,9.0,24.0,17.0,3.0,4.0,19.0,23.0,15.0,28.0,2.0,10.0,13.0,16.0,7.0,25.0,21.0,12.0,26.0,27.0,5.0,8.0,20.0
25961.395758086273,-6169.0,15.0,6.0,9.0,20.0,21.0,22.0,17.0,11.0,3.0,4.0,1.0,19.0,14.0,28.0,8.0,2.0,26.0,25.0,29.0,18.0,27.0,5.0,24.0,13.0,10.0,16.0,23.0,12.0,7.0
18883.47175624334,-4507.0,15.0,11.0,22.0,13.0,14.0,12.0,29.0,26.0,20.0,10.0,18.0,17.0,3.0,4.0,19.0,16.0,23.0,24.0,6.0,9.0,1.0,5.0,21.0,7.0,25.0,27.0,28.0,8.0,2.0
21345.779257423394,-5038.0,26.0,20.0,29.0,17.0,3.0,4.0,1.0,19.0,14.0,28.0,27.0,5.0,15.0,11.0,22.0,18.0,24.0,8.0,2.0,6.0,9.0,10.0,13.0,16.0,23.0,7.0,25.0,21.0,12.0
17201.288454370566,-4108.0,25.0,8.0,24.0,21.0,12.0,29.0,26.0,20.0,15.0,11.0,22.0,17.0,3.0,18.0,2.0,6.0,9.0,5.0,1.0,13.0,4.0,19.0,14.0,27.0,28.0,10.0,16.0,23.0,7.0
19040.808921120122,-4547.0,23.0,7.0,25.0,24.0,21.0,12.0,29.0,26.0,20.0,15.0,2.0,6.0,9.0,8.0,10.0,28.0,27.0,5.0,1.0,11.0,22.0,18.0,17.0,3.0,4.0,19.0,14.0,13.0,16.0
17969.8667701572,-4198.0,7.0,28.0,27.0,24.0,8.0,25.0,21.0,16.0,23.0,12.0,29.0,26.0,20.0,15.0,11.0,22.0,18.0,17.0,3.0,2.0,6.0,9.0,5.0,1.0,4.0,19.0,14.0,10.0,13.0
18057.417248935817,-4235.0,25.0,27.0,28.0,8.0,24.0,21.0,29.0,26.0,20.0,15.0,11.0,22.0,17.0,3.0,18.0,2.0,6.0,9.0,5.0,1.0,13.0,4.0,19.0,14.0,16.0,23.0,7.0,10.0,12.0
19089.58718981653,-4549.0,15.0,11.0,22.0,13.0,14.0,24.0,2.0,6.0,9.0,5.0,21.0,12.0,29.0,27.0,28.0,8.0,26.0,20.0,10.0,18.0,17.0,3.0,4.0,19.0,16.0,23.0,1.0,7.0,25.0
21093.313880990936,-5028.0,26.0,20.0,29.0,15.0,22.0,17.0,11.0,3.0,4.0,1.0,18.0,19.0,14.0,28.0,27.0,5.0,24.0,8.0,2.0,6.0,9.0,10.0,13.0,16.0,23.0,7.0,25.0,21.0,12.0
21093.313880990936,-5028.0,26.0,20.0,29.0,15.0,22.0,17.0,11.0,3.0,4.0,1.0,18.0,19.0,14.0,28.0,27.0,5.0,24.0,8.0,2.0,6.0,9.0,10.0,13.0,16.0,23.0,7.0,25.0,21.0,12.0
16956.89658617719,-4048.0,25.0,8.0,24.0,21.0,12.0,29.0,26.0,20.0,15.0,11.0,22.0,17.0,3.0,18.0,2.0,6.0,9.0,5.0,1.0,13.0,4.0,19.0,14.0,10.0,16.0,23.0,27.0,28.0,7.0
15988.993605113657,-3860.0,25.0,27.0,28.0,8.0,24.0,21.0,12.0,29.0,26.0,20.0,15.0,11.0,22.0,17.0,3.0,18.0,2.0,6.0,9.0,5.0,1.0,13.0,4.0,19.0,14.0,10.0,16.0,23.0,7.0
