41.0,27.0,32.0,11.0,18.0,26.0,29.0,35.0,25.0,7.0,28.0,38.0,8.0,16.0,39.0,13.0,2.0,30.0,14.0,37.0,21.0,3.0,36.0,31.0,15.0,4.0,6.0,10.0,20.0,5.0,22.0,33.0,23.0,1.0,19.0,34.0,40.0,24.0,17.0,42.0,9.0,12.0,3502.7892192355625,-3753.0
15.0,13.0,14.0,20.0,33.0,38.0,8.0,25.0,6.0,39.0,41.0,1.0,2.0,18.0,26.0,28.0,4.0,12.0,7.0,3.0,27.0,32.0,11.0,31.0,36.0,37.0,21.0,19.0,23.0,16.0,22.0,34.0,40.0,5.0,42.0,10.0,9.0,30.0,24.0,35.0,29.0,17.0,2062.78098374926,-2241.0
15.0,13.0,14.0,20.0,33.0,38.0,8.0,25.0,6.0,39.0,41.0,1.0,2.0,18.0,26.0,28.0,4.0,12.0,7.0,3.0,27.0,32.0,11.0,31.0,36.0,37.0,21.0,19.0,23.0,16.0,22.0,34.0,40.0,5.0,42.0,10.0,9.0,30.0,24.0,35.0,29.0,17.0,2062.78098374926,-2241.0
41.0,27.0,32.0,11.0,18.0,26.0,29.0,35.0,25.0,7.0,28.0,38.0,8.0,16.0,39.0,13.0,2.0,30.0,14.0,37.0,21.0,3.0,36.0,31.0,15.0,4.0,6.0,10.0,20.0,5.0,22.0,33.0,23.0,1.0,19.0,34.0,40.0,24.0,17.0,42.0,9.0,12.0,3502.7892192355625,-3753.0
26.0,29.0,35.0,25.0,7.0,28.0,13.0,32.0,38.0,8.0,16.0,39.0,2.0,30.0,14.0,37.0,21.0,3.0,36.0,31.0,15.0,4.0,6.0,10.0,20.0,5.0,22.0,33.0,23.0,1.0,19.0,34.0,40.0,24.0,17.0,42.0,9.0,12.0,41.0,27.0,11.0,18.0,3355.7749595562013,-3600.0
32.0,35.0,29.0,11.0,15.0,13.0,14.0,20.0,38.0,8.0,25.0,6.0,39.0,1.0,2.0,18.0,26.0,28.0,4.0,7.0,31.0,3.0,36.0,37.0,21.0,16.0,22.0,34.0,40.0,5.0,42.0,10.0,19.0,24.0,9.0,17.0,33.0,23.0,12.0,41.0,30.0,27.0,2340.13723304326,-2568.0
25.0,22.0,34.0,28.0,38.0,8.0,16.0,39.0,13.0,2.0,30.0,14.0,36.0,31.0,15.0,4.0,6.0,10.0,20.0,1.0,19.0,9.0,23.0,12.0,41.0,7.0,3.0,5.0,33.0,27.0,32.0,11.0,37.0,21.0,26.0,35.0,40.0,42.0,24.0,17.0,18.0,29.0,3162.536654336266,-3433.0
11.0,25.0,2.0,18.0,26.0,28.0,41.0,7.0,16.0,22.0,12.0,23.0,38.0,8.0,39.0,34.0,40.0,30.0,14.0,37.0,21.0,3.0,36.0,31.0,15.0,4.0,6.0,10.0,20.0,5.0,42.0,1.0,19.0,24.0,9.0,13.0,35.0,29.0,27.0,32.0,17.0,33.0,3077.1516455349242,-3361.0
29.0,17.0,11.0,15.0,13.0,20.0,33.0,38.0,8.0,25.0,39.0,23.0,12.0,1.0,2.0,18.0,26.0,28.0,4.0,41.0,14.0,6.0,10.0,5.0,42.0,7.0,31.0,3.0,36.0,37.0,21.0,19.0,16.0,22.0,34.0,40.0,9.0,30.0,27.0,32.0,24.0,35.0,2434.568834323758,-2666.0
16.0,15.0,13.0,14.0,20.0,1.0,2.0,18.0,38.0,8.0,25.0,6.0,39.0,28.0,4.0,41.0,31.0,36.0,34.0,30.0,29.0,19.0,22.0,23.0,12.0,7.0,3.0,5.0,33.0,27.0,32.0,11.0,37.0,21.0,26.0,35.0,40.0,42.0,24.0,17.0,9.0,10.0,2266.4118253082893,-2459.0
30.0,27.0,32.0,20.0,33.0,38.0,8.0,25.0,6.0,39.0,41.0,1.0,2.0,18.0,26.0,28.0,4.0,12.0,7.0,3.0,11.0,31.0,36.0,37.0,21.0,19.0,23.0,16.0,22.0,34.0,40.0,5.0,42.0,10.0,9.0,24.0,35.0,29.0,17.0,15.0,13.0,14.0,2118.902746497932,-2291.0
33.0,14.0,28.0,38.0,8.0,39.0,18.0,31.0,25.0,29.0,13.0,15.0,30.0,22.0,23.0,12.0,7.0,3.0,36.0,37.0,21.0,16.0,26.0,35.0,32.0,4.0,6.0,10.0,20.0,5.0,42.0,1.0,19.0,24.0,34.0,40.0,9.0,27.0,17.0,11.0,41.0,2.0,2616.979978914441,-2870.0
29.0,14.0,33.0,38.0,8.0,39.0,18.0,23.0,31.0,15.0,4.0,6.0,10.0,20.0,1.0,19.0,17.0,41.0,11.0,7.0,3.0,36.0,37.0,21.0,16.0,34.0,40.0,5.0,42.0,9.0,26.0,35.0,27.0,32.0,25.0,28.0,13.0,22.0,12.0,2.0,24.0,30.0,2872.513731854449,-3153.0
26.0,29.0,35.0,25.0,7.0,28.0,13.0,32.0,16.0,22.0,12.0,2.0,38.0,8.0,39.0,34.0,40.0,30.0,14.0,37.0,21.0,3.0,36.0,31.0,15.0,4.0,6.0,10.0,20.0,5.0,42.0,1.0,19.0,24.0,9.0,17.0,33.0,23.0,27.0,41.0,11.0,18.0,3002.5141106882156,-3299.0
35.0,29.0,17.0,11.0,15.0,13.0,14.0,20.0,33.0,38.0,8.0,25.0,6.0,39.0,23.0,12.0,1.0,2.0,18.0,26.0,28.0,4.0,41.0,7.0,31.0,3.0,36.0,37.0,21.0,16.0,19.0,22.0,34.0,40.0,5.0,42.0,10.0,9.0,30.0,27.0,32.0,24.0,2174.903052869017,-2396.0
14.0,28.0,2.0,38.0,4.0,34.0,41.0,8.0,16.0,6.0,39.0,1.0,18.0,31.0,25.0,29.0,13.0,20.0,15.0,30.0,10.0,19.0,22.0,23.0,12.0,7.0,3.0,5.0,33.0,27.0,32.0,11.0,37.0,21.0,26.0,35.0,40.0,42.0,24.0,17.0,9.0,36.0,2747.4340443508568,-2994.0
15.0,13.0,14.0,24.0,35.0,29.0,17.0,11.0,20.0,33.0,38.0,8.0,25.0,6.0,39.0,1.0,2.0,18.0,26.0,28.0,4.0,41.0,7.0,31.0,3.0,36.0,37.0,21.0,19.0,23.0,16.0,22.0,12.0,34.0,40.0,5.0,42.0,10.0,9.0,30.0,27.0,32.0,2156.528433334636,-2382.0
38.0,8.0,39.0,18.0,31.0,25.0,29.0,13.0,15.0,30.0,22.0,23.0,12.0,7.0,36.0,37.0,21.0,16.0,26.0,35.0,4.0,6.0,10.0,20.0,42.0,1.0,3.0,5.0,33.0,27.0,32.0,11.0,19.0,24.0,9.0,34.0,40.0,17.0,41.0,14.0,2.0,28.0,2812.945434618861,-3071.0
11.0,18.0,26.0,29.0,35.0,25.0,7.0,28.0,38.0,8.0,39.0,13.0,2.0,30.0,14.0,37.0,21.0,3.0,36.0,31.0,15.0,4.0,6.0,20.0,1.0,19.0,24.0,17.0,33.0,23.0,12.0,41.0,16.0,22.0,34.0,40.0,5.0,42.0,10.0,9.0,27.0,32.0,3185.6538688858955,-3487.0
30.0,17.0,11.0,9.0,35.0,12.0,34.0,40.0,27.0,32.0,24.0,15.0,13.0,14.0,20.0,33.0,38.0,8.0,25.0,6.0,39.0,1.0,2.0,18.0,26.0,28.0,4.0,41.0,7.0,31.0,3.0,36.0,37.0,21.0,19.0,23.0,16.0,22.0,5.0,42.0,10.0,29.0,2259.1393881170284,-2448.0
33.0,2.0,28.0,38.0,8.0,39.0,31.0,25.0,13.0,15.0,30.0,22.0,23.0,12.0,7.0,3.0,36.0,37.0,21.0,16.0,26.0,35.0,32.0,4.0,6.0,10.0,20.0,5.0,42.0,1.0,19.0,41.0,14.0,24.0,34.0,40.0,9.0,29.0,27.0,17.0,11.0,18.0,2675.342435250742,-2923.0
26.0,41.0,35.0,25.0,7.0,28.0,13.0,32.0,16.0,22.0,12.0,2.0,38.0,8.0,39.0,33.0,23.0,30.0,14.0,37.0,21.0,3.0,36.0,31.0,15.0,4.0,6.0,10.0,20.0,5.0,42.0,1.0,19.0,24.0,34.0,40.0,9.0,29.0,27.0,17.0,11.0,18.0,2931.249527034207,-3246.0
12.0,1.0,26.0,29.0,35.0,25.0,7.0,22.0,34.0,40.0,28.0,38.0,8.0,2.0,18.0,33.0,6.0,39.0,4.0,41.0,31.0,3.0,36.0,37.0,21.0,5.0,19.0,24.0,42.0,30.0,9.0,27.0,32.0,17.0,10.0,11.0,16.0,15.0,13.0,14.0,20.0,23.0,2556.646393736411,-2746.0
11.0,18.0,26.0,29.0,35.0,25.0,7.0,22.0,34.0,40.0,28.0,38.0,8.0,16.0,39.0,13.0,2.0,30.0,14.0,37.0,21.0,3.0,36.0,31.0,15.0,4.0,6.0,10.0,20.0,5.0,42.0,1.0,19.0,9.0,17.0,33.0,24.0,23.0,12.0,41.0,27.0,32.0,3296.8035214104893,-3569.0
