distance,profit,solution
18941.31711985169,-3396.0,2.0,28.0,1.0,19.0,20.0,11.0,10.0,14.0,27.0,13.0,8.0,25.0,18.0,29.0,24.0,6.0,3.0,21.0,16.0,5.0,17.0,12.0,22.0,26.0,9.0,23.0,7.0,15.0,4.0
15258.147428584803,-2771.0,13.0,2.0,6.0,28.0,1.0,19.0,16.0,25.0,23.0,7.0,24.0,8.0,27.0,11.0,22.0,15.0,18.0,14.0,17.0,3.0,21.0,5.0,26.0,29.0,20.0,9.0,12.0,4.0,10.0
15274.86968725677,-2772.0,13.0,2.0,6.0,28.0,16.0,25.0,23.0,7.0,24.0,8.0,27.0,1.0,19.0,11.0,22.0,15.0,18.0,14.0,17.0,3.0,21.0,5.0,26.0,29.0,20.0,9.0,12.0,4.0,10.0
15258.147428584803,-2771.0,13.0,2.0,6.0,28.0,1.0,19.0,16.0,25.0,23.0,7.0,24.0,8.0,27.0,11.0,22.0,15.0,18.0,14.0,17.0,3.0,21.0,5.0,26.0,29.0,20.0,9.0,12.0,4.0,10.0
15258.147428584803,-2771.0,13.0,2.0,6.0,28.0,1.0,19.0,16.0,25.0,23.0,7.0,24.0,8.0,27.0,11.0,22.0,15.0,18.0,14.0,17.0,3.0,21.0,5.0,26.0,29.0,20.0,9.0,12.0,4.0,10.0
15274.86968725677,-2772.0,13.0,2.0,6.0,28.0,16.0,25.0,23.0,7.0,24.0,8.0,27.0,1.0,19.0,11.0,22.0,15.0,18.0,14.0,17.0,3.0,21.0,5.0,26.0,29.0,20.0,9.0,12.0,4.0,10.0
15258.147428584803,-2771.0,13.0,2.0,6.0,28.0,1.0,19.0,16.0,25.0,23.0,7.0,24.0,8.0,27.0,11.0,22.0,15.0,18.0,14.0,17.0,3.0,21.0,5.0,26.0,29.0,20.0,9.0,12.0,4.0,10.0
15258.147428584803,-2771.0,13.0,2.0,6.0,28.0,1.0,19.0,16.0,25.0,23.0,7.0,24.0,8.0,27.0,11.0,22.0,15.0,18.0,14.0,17.0,3.0,21.0,5.0,26.0,29.0,20.0,9.0,12.0,4.0,10.0
15274.86968725677,-2772.0,13.0,2.0,6.0,28.0,16.0,25.0,23.0,7.0,24.0,8.0,27.0,1.0,19.0,11.0,22.0,15.0,18.0,14.0,17.0,3.0,21.0,5.0,26.0,29.0,20.0,9.0,12.0,4.0,10.0
15258.147428584803,-2771.0,13.0,2.0,6.0,28.0,1.0,19.0,16.0,25.0,23.0,7.0,24.0,8.0,27.0,11.0,22.0,15.0,18.0,14.0,17.0,3.0,21.0,5.0,26.0,29.0,20.0,9.0,12.0,4.0,10.0
